step,task,model,cohort,window,n_samples,positive_rate,auroc_mean,auroc_std,auprc_mean,auprc_std,test_auroc,test_auprc,seed,input_paths
structured,mortality,LogisticRegression,all,D0,74829,0.1193387590372716,0.7969131496500849,0.0027260016703666,0.3817874360669874,0.0122196015459287,0.7898253463157535,0.3870054800454074,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,mortality,XGBoost,all,D0,74829,0.1193387590372716,0.8111284270978615,0.0045488078537289,0.4005961711057146,0.0170687172850868,0.8100448678918907,0.417453859762827,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,mortality,LogisticRegression,sepsis,D0,34152,0.1816584680252986,0.7551190054440415,0.00535614705834,0.4287509272233045,0.0219603289164133,0.7473130073159859,0.4292375805097053,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,mortality,XGBoost,sepsis,D0,34152,0.1816584680252986,0.7624485909309958,0.0068303580360307,0.4366332979108761,0.0217824663779518,0.7570981101312715,0.4470405666236092,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,mortality,LogisticRegression,aki,D0,57263,0.1448055463388226,0.7802444704269028,0.0011984312116775,0.4039596439189789,0.0175547358081813,0.7734758382385726,0.4122455769205934,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,mortality,XGBoost,aki,D0,57263,0.1448055463388226,0.7916053029994748,0.0029515244113118,0.4176735428426193,0.0210330985397211,0.7901996997566747,0.4384830644075418,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,prolonged_los,LogisticRegression,all,D0,74829,0.1616351949110639,0.7311141878623959,0.0041253540561892,0.333332621563663,0.012731580894001,0.7341268218307748,0.3331382239765034,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,prolonged_los,XGBoost,all,D0,74829,0.1616351949110639,0.7431724190515868,0.0018361995032653,0.3562971837496917,0.0033551572452532,0.7530959291087579,0.3573899373557135,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,prolonged_los,LogisticRegression,sepsis,D0,34152,0.2585792925743734,0.6983345189792988,0.0085094840297027,0.4192825807476531,0.0171181032654165,0.6908828594921048,0.4110886137054985,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,prolonged_los,XGBoost,sepsis,D0,34152,0.2585792925743734,0.7133740213080004,0.0069026502021117,0.4439916428446794,0.0109242975311825,0.7166630745114687,0.4467678171488337,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,prolonged_los,LogisticRegression,aki,D0,57263,0.2037615912543876,0.7081229666666432,0.0059648744580541,0.3660554542983832,0.0123701640982115,0.7101622595692034,0.3668211984274935,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
structured,prolonged_los,XGBoost,aki,D0,57263,0.2037615912543876,0.7216350335953561,0.0035766210919738,0.3912798296640351,0.0034658335042428,0.7289379136628255,0.3926119023376756,42,"{""features_file"": ""${PROJECT_ROOT}/data/processed/data_windows/window_D0/features_aggregated.csv"", ""cohort_file"": ""${PROJECT_ROOT}/data/processed/merge_output/cohort_final_extended.csv""}"
