task_id,condition,branch,model,fold,train_rows,val_rows,val_positive_rate,auroc,auprc,n_features
SEP-T1,sepsis,B1,bilstm_attention,2,697525,174032,0.0170658269743495,0.9538299953623054,0.2751479501951314,106
SEP-T1,sepsis,B1,bilstm_attention,3,699618,171939,0.016680334304608,0.951204131087773,0.2796325375252778,106
SEP-T1,sepsis,B1,bilstm_attention,4,696443,175114,0.0159610310997407,0.9545941383975414,0.2825416972577964,106
SEP-T1,sepsis,B1,bilstm_attention,5,693888,177669,0.0162042899999437,0.9523366162751626,0.2571231044522215,106
SEP-T1,sepsis,B1,temporal_transformer,1,698754,172803,0.0168747070363361,0.9482169038076732,0.2556231562841455,106
SEP-T1,sepsis,B1,temporal_transformer,2,697525,174032,0.0170658269743495,0.9488070405252478,0.2629920748575675,106
SEP-T1,sepsis,B1,temporal_transformer,3,699618,171939,0.016680334304608,0.9476105515638924,0.2682696510037362,106
SEP-T1,sepsis,B1,temporal_transformer,4,696443,175114,0.0159610310997407,0.9496769122948232,0.2672226414806368,106
SEP-T1,sepsis,B1,temporal_transformer,5,693888,177669,0.0162042899999437,0.9441905049121516,0.2352362411424172,106
S-T1,stroke,B1,bilstm_attention,1,29170,7349,0.1372975915090488,0.6875552206794997,0.2249676551428203,106
S-T1,stroke,B1,bilstm_attention,2,29162,7357,0.1515563408998233,0.7043200767834847,0.2579473325796748,106
S-T1,stroke,B1,bilstm_attention,3,29123,7396,0.1387236343969713,0.7125959740621394,0.2394430423850101,106
S-T1,stroke,B1,bilstm_attention,4,29293,7226,0.13230002767783,0.730813697423475,0.2620068673742515,106
S-T1,stroke,B1,bilstm_attention,5,29328,7191,0.1525518008621888,0.6988884115433714,0.2516042237411497,106
S-T1,stroke,B1,temporal_transformer,1,29170,7349,0.1372975915090488,0.6592811385230091,0.221832598570179,106
S-T1,stroke,B1,temporal_transformer,2,29162,7357,0.1515563408998233,0.6901684380221932,0.2463588041283824,106
S-T1,stroke,B1,temporal_transformer,3,29123,7396,0.1387236343969713,0.6947541319721771,0.2338811465017614,106
S-T1,stroke,B1,temporal_transformer,4,29293,7226,0.13230002767783,0.6870910992772916,0.2231692566234611,106
S-T1,stroke,B1,temporal_transformer,5,29328,7191,0.1525518008621888,0.6510559723852294,0.2233665357227949,106
